id,probability_purchase
25540,0.00012268076854424486
29938,0.0004637477249158463
9585,0.0010959779736862457
23597,0.0009728735200301471
27695,0.003718148827019806
7641,0.005516340249136237
5508,0.0003194892513011262
16438,0.00015261387083071842
7632,0.0001453650181929268
14446,0.00011732505554692683
16538,0.0006233717761609856
11189,0.0015453339147358165
18384,0.0016518311509573277
24530,0.0019582173572278224
7162,0.0008909318706807831
21360,0.0015421310641091184
3803,0.0004051175681600341
9577,0.007639445437193702
27860,0.0066060276196431515
29969,0.002520001335951282
25070,0.0006326665568092543
8061,0.0020183699636580578
15431,7.823053016997182e-05
3907,0.0004167488248130709
26338,0.0012717247911344244
4860,0.005903231516154017
20436,8.311169196420235e-05
26401,0.007379026552383625
22594,0.000553576339202484
31953,0.0010467849868567157
9279,0.00011087852257607697
539,0.0006687765310996358
25621,0.002340212754136518
31130,0.0008762945239121888
24676,0.0004758335184457535
24940,0.0027062981351439323
12961,0.0003322042994495685
9593,0.0005414044160394443
18167,0.00474297538560482
11225,0.0004985498538865264
1103,0.002985879839842921
30256,0.0050523804635441375
15076,0.001683193161755137
24410,0.00015533256914742837
14752,0.00036595701623060733
3433,0.00032556203970843635
24220,0.0013879892649570744
28505,0.00047721583230422567
4688,0.0008347353326840429
10150,0.003857892291481132
17042,0.0016285131474259183
24322,0.0016113688968907264
14154,0.0020297168930175752
26626,0.0033965794497091708
2923,0.0013452625369438993
4235,0.0011688092971881493
6356,0.0038728548519231434
8352,0.0002334553673528968
25285,0.0013993905532363761
21008,0.000430119297934602
14068,0.0005594595833388386
16588,0.00022114600332199622
1538,0.003203674080288369
2782,0.0019221286174670954
15118,0.0018045372729815106
27984,0.0006707261372056223
5815,0.0054537802964773775
24632,0.0008268889731501114
10269,0.0010089379318611307
21988,0.0006113940704725883
19304,0.002975672161057711
8223,0.0017694841026039511
4000,0.0002314311531484644
31310,0.00020947128167938473
26696,0.0005839599534710147
21493,0.0016561775189499893
16201,0.00017329383249553023
10482,0.0006431034309480766
13578,0.00021642173401563954
3810,0.0001556100752603786
23340,0.01822288194385401
28206,0.00037306400837079184
28586,0.00037302876053231233
3432,0.00018374510627154625
27809,8.1339529727916e-05
25327,0.0029690038300555356
3250,0.002857447272408008
673,0.0002698825473033361
8689,0.01045305733480816
31746,0.0007750285073396108
1272,0.0031595342669704764
14724,0.0012182376390491001
26119,5.1277076039612e-05
24840,0.0013583967960176663
10960,0.0020815694687461336
4169,0.00041561182701761203
13625,0.001921979944351813
7478,0.00028259780028610566
7238,0.0019361796084342272
25169,0.0027399339600204234
4853,0.007550384890632649
10839,0.00018959261052764099
29022,0.0019422832059358068
29474,0.00039082587106079416
30609,0.00538505711657014
21191,0.0035028091529982906
11156,0.0002666141083277004
27007,0.00019210689936014662
28507,0.00037303608809830245
7252,0.00018412415874314068
30984,0.002119922613483683
7951,0.0006480505099829329
20391,0.004087594258443985
3111,0.004440401982831488
12700,0.0003661639491784785
22497,0.001305494511759107
6994,0.00026845532526788664
15154,0.00021863668203295507
25187,0.00010992069807258149
3362,0.0005811855269695783
10352,0.0009229704961996798
20978,0.00012072968717858917
639,0.00011263424214811911
15484,0.0008098653130872332
14445,7.849991002408406e-05
21165,0.0006813486188867575
24500,0.005454910873746583
16757,0.00042120673752494165
4682,0.0005319626916192919
7288,0.003248014780751253
1126,0.0023306530039679434
30663,0.001818234950998413
1204,0.0007593095520364292
9269,0.001296055600457
27262,0.0018132765835128634
26750,0.001614910398158654
13884,0.005632330943732884
17191,4.7377097466777756e-05
15491,0.0012063740915576535
29968,4.2457948750384e-05
13312,0.0011078936838834022
16765,0.00360296047007667
3563,0.0005838662097816259
31814,5.537234066302958e-05
20061,0.0027816700012715146
1610,0.003313832035797738
21487,0.0001841617714827807
26421,0.00041415660376580005
17045,0.0008990682608641492
13303,0.000659512911435283
24379,0.0007411114883399493
7049,0.0010008327786916378
10966,0.00022513761129077463
6997,0.0002466034560792288
9984,0.01881907445031698
25100,0.006659266384833999
16485,0.031703133371064667
25609,0.0005902174688881427
26461,0.002271736567469123
8077,0.00018285330014984868
5483,0.0008158958039713116
12972,0.00020899742306646068
11355,0.0008068127924442536
14348,0.0005712611167184682
14073,0.00015460926739063242
26049,0.0048681295973946985
20517,0.0003368573870689428
4656,0.001499830912139561
15452,0.002656268067235657
20661,0.001075104728185896
21202,0.00010282179138559097
11113,0.0006877437848496806
17701,0.001955201299583585
13971,0.00042310090076764004
1806,0.003703623026197557
8248,0.004543755128928788
3309,0.0016234775531674347
25795,0.00526572147656849
1059,0.0002801562116116273
22518,0.0059463551536130255
3461,0.003833822110372628
3949,0.010794161465336856
29179,2.9631566800256027e-05
22468,0.0008917922874685449
3080,0.0009250633980367004
2796,0.01438596532007556
13685,0.00255825125369014
14343,0.00030404853991290384
11055,0.00041750770449772276
2901,0.0001252598407851182
1012,0.002800543215221428
11253,0.0005721174669901757
23215,0.0051031568911692245
12137,0.011820207806481443
31043,0.0024742588769394247
2666,0.0006734612843489436
9664,0.0013360304629256006
14146,0.00014237790153776578
5345,0.005227471113421023
28369,0.00042230236904822595
16889,0.0019828321919230086
9810,0.0002956459790210983
17831,0.0023988317758044373
27897,0.0007971417522005555
10301,0.0009692812318097675
15329,0.001458988429446794
9869,0.0006109030658614296
17885,0.0020715437756978865
895,0.0022340253628821546
22315,0.00025114310630547566
28440,0.0007350032836054822
14924,0.00033797454725746363
24506,0.0018068536901637475
28643,0.00042140455258328534
20462,0.0018654821174675016
15564,0.002404855126496011
17274,0.0005740741279412275
15499,0.0005156399688655123
23329,0.0359000383734386
7110,0.0006729555436422541
18726,0.011027654371635357
10696,0.00024577225404062453
8267,0.004155523823194231
14391,0.0003671360788012941
490,0.0014999844202438358
20915,0.005250114690446578
6480,0.00032842440843717634
31128,3.2169124628271526e-05
20282,0.0012114393476749855
2288,0.00047307686928272995
2198,0.00024653905991092593
5817,0.0013056376168255781
30542,0.0022775913556432317
17179,0.0023952945434668996
28486,0.0015495125171847363
10625,0.0016351587845746412
4425,0.0003905269763674625
19132,0.0023562578295417795
28445,0.011792331262137903
29662,0.0011236771073449188
25018,4.170609747488149e-05
21642,0.004337130057700186
20672,0.0015282234251013393
